Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
349,1.745410e+02,10.029598,3.773000e-05,8.376000
350,1.750380e+02,10.027269,3.761080e-05,8.406000
351,1.755390e+02,10.028337,3.761080e-05,8.394000
352,1.760350e+02,10.029192,3.755120e-05,8.370000
353,1.765400e+02,10.030972,3.778960e-05,8.358000
354,1.770400e+02,10.025067,3.755120e-05,8.370000
355,1.775400e+02,10.028296,3.713390e-05,8.406000
356,1.780400e+02,10.026047,3.743190e-05,8.388000
357,1.785380e+02,10.025069,3.731270e-05,8.370000
358,1.790400e+02,10.021718,3.725310e-05,8.382000
359,1.795380e+02,10.019488,3.689550e-05,8.418000
360,1.800420e+02,10.021497,3.701470e-05,8.424000
361,1.805420e+02,10.019526,3.725310e-05,8.382000
362,1.810410e+02,10.019194,3.719350e-05,8.394000
363,1.815370e+02,10.017220,3.707430e-05,8.364000
364,1.820400e+02,10.016777,3.689550e-05,8.358000
365,1.825400e+02,10.015056,3.659750e-05,8.382000
366,1.830380e+02,10.018791,3.671670e-05,8.352000
367,1.835360e+02,10.023091,3.737230e-05,8.346000
368,1.840360e+02,10.019099,3.707430e-05,8.370000
369,1.845420e+02,10.013458,3.463050e-05,8.364000
370,1.850400e+02,10.011033,3.367690e-05,8.412000
371,1.855470e+02,10.010250,3.409410e-05,8.370000
372,1.860380e+02,10.009501,3.492860e-05,8.388000
373,1.865400e+02,10.008747,3.576300e-05,8.418000
374,1.870390e+02,10.005790,3.534580e-05,8.400000
375,1.875350e+02,10.006834,3.409410e-05,8.376000
376,1.880360e+02,10.013113,3.534580e-05,8.382000
377,1.885370e+02,10.014415,3.671670e-05,8.394000
378,1.890410e+02,10.014305,3.641870e-05,8.370000
379,1.895390e+02,10.014008,3.647830e-05,8.394000
380,1.900390e+02,10.014614,3.635910e-05,8.376000
381,1.905370e+02,10.013975,3.659750e-05,8.376000
382,1.910490e+02,10.014010,3.665710e-05,8.418000
383,1.915350e+02,10.009271,3.606100e-05,8.406000
384,1.920420e+02,10.003343,3.242520e-05,8.400000
385,1.925360e+02,10.007320,3.248480e-05,8.346000
386,1.930360e+02,10.006116,3.474970e-05,8.370000
387,1.935350e+02,10.005434,3.379610e-05,8.400000
388,1.940410e+02,10.002168,3.343840e-05,8.370000
389,1.945400e+02,10.000977,3.212710e-05,8.400000
390,1.950370e+02,10.002376,3.320000e-05,8.406000
391,1.955410e+02,9.999370,3.421330e-05,8.418000
392,1.960410e+02,9.994081,2.890840e-05,8.382000
393,1.965400e+02,9.992665,2.676260e-05,8.370000
394,1.970380e+02,9.991365,2.849110e-05,8.394000
395,1.975390e+02,9.989794,2.741830e-05,8.394000
396,1.980400e+02,9.988315,2.694140e-05,8.382000
397,1.985390e+02,9.990115,2.765670e-05,8.364000
398,1.990400e+02,9.991051,3.033890e-05,8.382000
399,1.995390e+02,9.988677,2.968320e-05,8.412000
400,2.000390e+02,9.988136,2.712020e-05,8.412000
401,2.005390e+02,9.985254,2.717980e-05,8.340000
402,2.010410e+02,9.980991,2.127900e-05,8.412000
403,2.015480e+02,9.983675,2.259030e-05,8.376000
404,2.020360e+02,9.987191,2.831230e-05,8.358000
405,2.025350e+02,9.989708,3.165030e-05,8.394000
406,2.030360e+02,9.993193,3.290200e-05,8.376000
407,2.035410e+02,9.991000,3.260400e-05,8.364000
408,2.040350e+02,9.989604,2.878920e-05,8.394000
409,2.045380e+02,9.988304,2.723940e-05,8.370000
410,2.050370e+02,9.987678,2.819310e-05,8.352000
411,2.055430e+02,9.987761,2.843150e-05,8.358000
412,2.060360e+02,9.984613,2.610700e-05,8.328000
413,2.065390e+02,9.979952,2.074250e-05,8.352000
414,2.070400e+02,9.981568,2.002730e-05,8.370000
415,2.075380e+02,9.984908,2.497450e-05,8.376000
416,2.080340e+02,9.978873,2.568970e-05,8.370000
417,2.085420e+02,9.975006,1.835830e-05,8.394000
418,2.090410e+02,9.974829,1.633180e-05,8.430000
419,2.095400e+02,9.975041,1.949080e-05,8.406000
420,2.100360e+02,9.975622,2.014650e-05,8.454000
421,2.105400e+02,9.973335,1.990810e-05,8.454000
422,2.110350e+02,9.973693,1.865640e-05,8.418000
423,2.115400e+02,9.969645,1.597420e-05,8.418000
424,2.120370e+02,9.972223,1.585500e-05,8.382000
425,2.125350e+02,9.974777,2.068290e-05,8.376000
426,2.130350e+02,9.975658,2.259030e-05,8.382000
427,2.135360e+02,9.977363,2.235190e-05,8.382000
428,2.140360e+02,9.978314,2.449760e-05,8.436000
429,2.145400e+02,9.979944,2.682220e-05,8.430000
430,2.150390e+02,9.979463,2.527250e-05,8.406000
431,2.155400e+02,9.979332,2.509370e-05,8.400000
432,2.160340e+02,9.976270,2.199420e-05,8.388000
433,2.165350e+02,9.974905,1.883520e-05,8.346000
434,2.170370e+02,9.974957,1.919280e-05,8.370000
435,2.175480e+02,9.970619,1.806030e-05,8.340000
436,2.180420e+02,9.968893,1.478200e-05,8.316000
437,2.185420e+02,9.966905,1.448400e-05,8.316000
438,2.190440e+02,9.964038,1.400710e-05,8.322000
439,2.195410e+02,9.956756,1.084810e-05,8.382000
440,2.200430e+02,9.954504,7.510210e-06,8.382000
441,2.205420e+02,9.952313,7.450610e-06,8.454000
442,2.210360e+02,9.953010,8.404310e-06,8.388000
443,2.215390e+02,9.951296,8.642730e-06,8.442000
444,2.220360e+02,9.953540,9.596410e-06,8.352000
445,2.225400e+02,9.954972,1.019250e-05,8.262000
446,2.230360e+02,9.954198,9.417590e-06,8.358000
447,2.235360e+02,9.954940,9.119570e-06,8.364000
448,2.240400e+02,9.956753,1.078850e-05,8.304000
449,2.245350e+02,9.956325,1.084810e-05,8.508000
450,2.250350e+02,9.958711,1.072890e-05,8.508000
451,2.255360e+02,9.960416,1.424560e-05,8.412000
452,2.260360e+02,9.960136,1.382830e-05,8.328000
453,2.265350e+02,9.957681,1.168260e-05,8.412000
454,2.270400e+02,9.952909,9.357990e-06,8.448000
455,2.275410e+02,9.954379,7.331400e-06,8.274000
456,2.280430e+02,9.954517,9.894430e-06,8.400000
457,2.285410e+02,9.950250,9.417590e-06,8.388000
458,2.290420e+02,9.950639,6.735350e-06,8.490000
459,2.295350e+02,9.951001,8.225500e-06,8.328000
460,2.300400e+02,9.945183,7.808270e-06,8.376000
461,2.305430e+02,9.943610,5.245240e-06,8.442000
462,2.310370e+02,9.944566,4.410770e-06,8.616000
463,2.315450e+02,9.943556,4.708800e-06,8.592000
464,2.320410e+02,9.939964,3.933940e-06,8.676000
465,2.325410e+02,9.939503,3.576290e-06,8.352000
466,2.330400e+02,9.939473,4.410770e-06,8.490000
467,2.335390e+02,9.937776,4.172350e-06,8.196000
468,2.340410e+02,9.936290,3.516690e-06,8.130000
469,2.345430e+02,9.935763,3.039850e-06,8.130000
470,2.350440e+02,9.935037,3.337870e-06,8.448000
471,2.355400e+02,9.932701,3.218670e-06,8.382000
